1.000000000000000000e+00,-1.106896654353475284e+00,4.229280950577266052e-02
1.000000000000000000e+00,9.567996414922522730e-01,4.567504917384958008e-01
1.000000000000000000e+00,7.335162773124789259e-01,5.846174365514640314e-01
2.000000000000000000e+00,1.111406592498646262e+00,-3.092139873820922702e-01
2.000000000000000000e+00,2.090817642455387038e-01,6.566794947788223702e-04
2.000000000000000000e+00,3.922056125207141197e-01,3.202386289709701628e-01
1.000000000000000000e+00,-7.561850732771518979e-01,8.299549417672501539e-01
2.000000000000000000e+00,1.506923190697001536e+00,-1.111293188624414008e-01
2.000000000000000000e+00,2.042795878442014157e+00,-3.797628825178686607e-02
1.000000000000000000e+00,1.441437074213125780e-01,9.167135825144241412e-01
1.000000000000000000e+00,-3.701826534741790020e-01,6.214506964493771157e-01
2.000000000000000000e+00,1.965250619711390145e+00,-1.966155778256618025e-01
2.000000000000000000e+00,1.596380717965029561e+00,-4.136408388201947561e-01
1.000000000000000000e+00,-8.637059745381103770e-01,4.410565114548353205e-01
2.000000000000000000e+00,1.844759452278430745e+00,2.102938243001794549e-01
2.000000000000000000e+00,1.974816565302709437e+00,-3.749797741960031461e-02
1.000000000000000000e+00,6.797063681823031778e-02,1.486634989468645252e+00
2.000000000000000000e+00,1.014351765291009899e+00,-5.380281193710433341e-01
1.000000000000000000e+00,-1.145991702771736787e+00,7.518228427961343163e-01
1.000000000000000000e+00,-2.940407010132127796e-01,6.591406234248606832e-01
2.000000000000000000e+00,3.997941309971588808e-01,5.333514791391003040e-02
1.000000000000000000e+00,9.191070309695599239e-01,6.556770226157964121e-01
2.000000000000000000e+00,9.873846865745521395e-01,-7.422383176548558170e-01
1.000000000000000000e+00,-7.720592187985335642e-01,4.542723766632502658e-01
1.000000000000000000e+00,-3.253708617966734606e-01,6.905539110552979531e-01
1.000000000000000000e+00,-4.773038482502073299e-01,7.189152080905624187e-01
1.000000000000000000e+00,-7.348399766687646606e-01,7.119044262081908325e-01
1.000000000000000000e+00,-4.423282187992123582e-01,1.037832546941916290e+00
2.000000000000000000e+00,1.249968942978038067e-01,-1.835218008932010259e-01
2.000000000000000000e+00,1.988003210462382930e-01,-5.040815798481661503e-01
1.000000000000000000e+00,1.135227683252676645e+00,2.338136552026677528e-01
1.000000000000000000e+00,1.083129926968507961e+00,6.482328181939966960e-01
1.000000000000000000e+00,3.732362541454180560e-01,1.003560839042597408e+00
1.000000000000000000e+00,-1.005015091541380023e+00,6.831730802631502675e-01
2.000000000000000000e+00,8.232628386215826710e-01,-3.044381275112604257e-01
2.000000000000000000e+00,1.644120006320924643e-02,3.459531830066875369e-01
2.000000000000000000e+00,5.311069096178940852e-01,-2.479256107017881461e-01
2.000000000000000000e+00,5.231624278379376491e-01,-2.669443351238598439e-01
2.000000000000000000e+00,1.653180846275037474e+00,-4.644221168124121335e-01
1.000000000000000000e+00,-9.304737735180502733e-01,5.641759369891673481e-01
1.000000000000000000e+00,-6.632484094582679068e-01,6.114037033648598296e-01
2.000000000000000000e+00,2.124001664192086025e+00,7.891635748040812803e-01
1.000000000000000000e+00,4.030769661808984439e-01,7.723604819870344418e-01
